FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2023-01-12,WN,965,N422WN,CLT,SAN,619,622.0,3.0,924,937.0,13.0,0,,0,185,195.0,179.0,1387,0,0,0,0,0
2023-01-12,WN,810,N422WN,SAN,LGA,1033,1039.0,6.0,1411,1421.0,10.0,0,,0,218,222.0,205.0,1635,0,0,0,0,0
2023-01-12,WN,2557,N422WN,LGA,MIA,1517,1510.0,-7.0,1824,1819.0,-5.0,0,,0,187,189.0,169.0,1402,0,0,0,0,0
2023-01-12,WN,986,N317WN,MCO,SFO,622,615.0,-7.0,745,728.0,-17.0,0,,0,83,73.0,48.0,622,0,0,0,0,0
2023-01-12,WN,256,N317WN,SFO,ATL,820,820.0,0.0,955,1003.0,8.0,0,,0,95,103.0,79.0,712,0,0,0,0,0
2023-01-12,WN,1138,N317WN,ATL,CLT,1051,1146.0,55.0,1311,1358.0,47.0,0,,0,140,132.0,113.0,1050,0,0,47,0,0
2023-01-12,WN,1481,N317WN,CLT,DFW,1451,1517.0,26.0,1745,1811.0,26.0,0,,0,174,174.0,153.0,1305,0,0,0,0,26
2023-01-12,WN,2183,N771WN,ATL,SFO,752,812.0,20.0,1104,1138.0,34.0,0,,0,192,206.0,182.0,1440,34,0,0,0,0
2023-01-12,WN,805,N771WN,SFO,DFW,1225,1251.0,26.0,1615,1633.0,18.0,0,,0,230,222.0,200.0,1725,4,0,0,0,13
2023-01-12,WN,2907,N771WN,DFW,LAS,1722,1716.0,-6.0,1905,1903.0,-2.0,0,,0,103,107.0,84.0,772,0,0,0,0,0
2023-01-12,WN,1099,N771WN,LAS,JFK,2002,2008.0,6.0,2338,2349.0,11.0,0,,0,216,221.0,201.0,1620,0,0,0,0,0
2023-01-12,WN,2042,N611WN,BOS,MSP,731,726.0,-5.0,1041,1029.0,-12.0,0,,0,190,183.0,167.0,1425,0,0,0,0,0
2023-01-12,WN,934,N611WN,MSP,BOS,1126,1130.0,4.0,1333,1338.0,5.0,0,,0,127,128.0,103.0,952,0,0,0,0,0
2023-01-12,WN,1283,N505WN,LAX,ORD,613,610.0,-3.0,848,844.0,-4.0,0,,0,155,154.0,130.0,1162,0,0,0,0,0
2023-01-12,WN,383,N505WN,ORD,EWR,931,934.0,3.0,1246,1241.0,-5.0,0,,0,195,187.0,165.0,1462,0,0,0,0,0
2023-01-12,WN,2930,N505WN,EWR,SFO,1333,1356.0,23.0,1614,1640.0,26.0,0,,0,161,164.0,147.0,1207,25,0,0,0,0
2023-01-12,B6,2239,N758B6,LGA,BWI,813,807.0,-6.0,1001,947.0,-14.0,0,,0,108,100.0,81.0,810,0,0,0,0,0
2023-01-12,B6,682,N758B6,BWI,DTW,1036,1040.0,4.0,1241,1234.0,-7.0,0,,0,125,114.0,92.0,937,0,0,0,0,0
2023-01-12,B6,694,N758B6,DTW,LAX,1322,1317.0,-5.0,1538,1542.0,4.0,0,,0,136,145.0,130.0,1020,0,0,0,0,0
2023-01-12,B6,724,N758B6,LAX,DTW,1627,1645.0,18.0,1839,1853.0,14.0,0,,0,132,128.0,109.0,990,0,0,0,0,0
2023-01-12,B6,2812,N569B6,LAS,JFK,625,625.0,0.0,934,936.0,2.0,0,,0,189,191.0,176.0,1417,0,0,0,0,0
2023-01-12,B6,1144,N569B6,JFK,EWR,1032,,,1402,,,1,C,0,210,,,1575,0,0,0,0,0
2023-01-12,B6,728,N246B6,IAD,LAS,646,652.0,6.0,1028,1040.0,12.0,0,,0,222,228.0,204.0,1665,0,0,0,0,0
2023-01-12,B6,906,N246B6,LAS,JFK,1130,1151.0,21.0,1320,1356.0,36.0,0,,0,110,125.0,108.0,825,0,0,36,0,0
2023-01-12,B6,722,N246B6,JFK,SEA,1447,1459.0,12.0,1614,1639.0,25.0,0,,0,87,100.0,79.0,652,0,0,0,0,25
2023-01-12,B6,1683,N371B6,BWI,EWR,713,746.0,33.0,841,904.0,23.0,0,,0,88,78.0,62.0,660,0,0,23,0,0
2023-01-12,B6,2369,N371B6,EWR,SLC,956,1033.0,37.0,1228,1318.0,50.0,0,,0,152,165.0,148.0,1140,40,0,0,0,9
2023-01-12,B6,2637,N371B6,SLC,SEA,1418,,,1623,,,1,A,0,125,,,937,0,0,0,0,0
2023-01-12,B6,2821,N242B6,SAN,DTW,658,701.0,3.0,854,913.0,19.0,0,,0,116,132.0,112.0,870,0,0,19,0,0
2023-01-12,B6,1663,N242B6,DTW,SFO,1009,1013.0,4.0,1410,1427.0,17.0,0,,0,241,254.0,232.0,1807,0,0,17,0,0
2023-01-12,B6,277,N242B6,SFO,MSP,1519,1513.0,-6.0,1730,1732.0,2.0,0,,0,131,139.0,118.0,982,0,0,0,0,0
2023-01-12,B6,979,N242B6,MSP,JFK,1817,1809.0,-8.0,2020,2013.0,-7.0,0,,0,123,124.0,106.0,922,0,0,0,0,0
2023-01-12,B6,2578,N352B6,PHL,LGA,840,845.0,5.0,1002,955.0,-7.0,0,,0,82,70.0,53.0,615,0,0,0,0,0
2023-01-12,B6,515,N352B6,LGA,TPA,1047,1115.0,28.0,1359,1422.0,23.0,0,,0,192,187.0,167.0,1440,0,0,23,0,0
2023-01-12,B6,1878,N352B6,TPA,DEN,1511,1505.0,-6.0,1711,1656.0,-15.0,0,,0,120,111.0,95.0,900,0,0,0,0,0
2023-01-12,B6,1211,N352B6,DEN,LAS,1754,1750.0,-4.0,2110,2056.0,-14.0,0,,0,196,186.0,163.0,1470,0,0,0,0,0
2023-01-12,B6,2986,N862B6,LGA,IAD,625,617.0,-8.0,916,908.0,-8.0,0,,0,171,171.0,154.0,1282,0,0,0,0,0
2023-01-12,B6,1808,N862B6,IAD,JFK,1003,956.0,-7.0,1136,1146.0,10.0,0,,0,93,110.0,87.0,697,0,0,0,0,0
2023-01-12,B6,2145,N674B6,BOS,MIA,814,818.0,4.0,1129,1142.0,13.0,0,,0,195,204.0,180.0,1462,0,0,0,0,0
2023-01-12,B6,2774,N674B6,MIA,JFK,1234,,,1430,,,1,C,0,116,,,870,0,0,0,0,0
2023-01-12,B6,2072,N651B6,MIA,EWR,646,644.0,-2.0,855,910.0,15.0,0,,0,129,146.0,129.0,967,0,0,15,0,0
2023-01-12,B6,2804,N651B6,EWR,LGA,1005,1006.0,1.0,1418,1409.0,-9.0,0,,0,253,243.0,223.0,1897,0,0,0,0,0
2023-01-12,B6,2641,N651B6,LGA,ATL,1458,1459.0,1.0,1636,1639.0,3.0,0,,0,98,100.0,80.0,735,0,0,0,0,0
2023-01-12,B6,2321,N651B6,ATL,SLC,1725,1749.0,24.0,1926,2002.0,36.0,0,,0,121,133.0,111.0,907,0,0,36,0,0
2023-01-12,B6,2624,N369B6,SAN,DTW,728,737.0,9.0,1147,1200.0,13.0,0,,0,259,263.0,243.0,1942,0,0,0,0,0
2023-01-12,B6,1491,N369B6,DTW,FLL,1257,1259.0,2.0,1630,1625.0,-5.0,0,,0,213,206.0,186.0,1597,0,0,0,0,0
2023-01-12,B6,2301,N864B6,MCO,SFO,658,709.0,11.0,1012,1014.0,2.0,0,,0,194,185.0,166.0,1455,0,0,0,0,0
2023-01-12,B6,983,N864B6,SFO,LGA,1103,1056.0,-7.0,1445,1428.0,-17.0,0,,0,222,212.0,188.0,1665,0,0,0,0,0
2023-01-12,B6,2154,N864B6,LGA,TPA,1526,1519.0,-7.0,1943,1951.0,8.0,0,,0,257,272.0,254.0,1927,0,0,0,0,0
2023-01-12,B6,2150,N698B6,LGA,MCO,749,749.0,0.0,1122,1129.0,7.0,0,,0,213,220.0,198.0,1597,0,0,0,0,0
2023-01-12,B6,2401,N698B6,MCO,JFK,1219,1219.0,0.0,1446,1439.0,-7.0,0,,0,147,140.0,119.0,1102,0,0,0,0,0
2023-01-12,B6,1283,N698B6,JFK,SAN,1535,1541.0,6.0,1918,1940.0,22.0,0,,0,223,239.0,221.0,1672,0,0,22,0,0
2023-01-12,B6,652,N538B6,LAX,LGA,624,624.0,0.0,844,837.0,-7.0,0,,0,140,133.0,109.0,1050,0,0,0,0,0
2023-01-12,B6,2443,N538B6,LGA,SFO,936,939.0,3.0,1319,1314.0,-5.0,0,,0,223,215.0,193.0,1672,0,0,0,0,0
2023-01-12,B6,751,N697B6,JFK,BWI,658,703.0,5.0,831,843.0,12.0,0,,0,93,100.0,75.0,697,0,0,0,0,0
2023-01-12,B6,2961,N697B6,BWI,PHX,929,1011.0,42.0,1300,1340.0,40.0,0,,0,211,209.0,193.0,1582,40,0,0,0,0
2023-01-12,B6,1599,N508B6,JFK,SEA,826,821.0,-5.0,1012,1014.0,2.0,0,,0,106,113.0,89.0,795,0,0,0,0,0
2023-01-12,B6,668,N508B6,SEA,LGA,1108,1113.0,5.0,1233,1227.0,-6.0,0,,0,85,74.0,56.0,637,0,0,0,0,0
2023-01-12,B6,795,N508B6,LGA,CLT,1321,1337.0,16.0,1654,1721.0,27.0,0,,0,213,224.0,207.0,1597,0,0,27,0,0
2023-01-12,B6,1489,N470B6,CLT,PHX,734,734.0,0.0,852,901.0,9.0,0,,0,78,87.0,68.0,585,0,0,0,0,0
2023-01-12,B6,1825,N470B6,PHX,EWR,957,1018.0,21.0,1343,1403.0,20.0,0,,0,226,225.0,206.0,1695,0,0,20,0,0
2023-01-12,B6,2057,N324B6,DEN,EWR,843,842.0,-1.0,1116,1114.0,-2.0,0,,0,153,152.0,131.0,1147,0,0,0,0,0
2023-01-12,B6,1107,N324B6,EWR,SLC,1208,1215.0,7.0,1402,1427.0,25.0,0,,0,114,132.0,111.0,855,0,0,25,0,0
2023-01-12,B6,2753,N241B6,SFO,ORD,644,729.0,45.0,947,1045.0,58.0,0,,0,183,196.0,174.0,1372,58,0,0,0,0
2023-01-12,B6,973,N241B6,ORD,MCO,1130,1245.0,75.0,1446,1555.0,69.0,0,,0,196,190.0,168.0,1470,0,0,39,0,29
2023-01-12,B6,539,N241B6,MCO,SEA,1644,1730.0,46.0,2045,2145.0,60.0,0,,0,241,255.0,233.0,1807,0,0,0,0,60
2023-01-12,B6,507,N621B6,PHX,PHL,835,842.0,7.0,1153,1152.0,-1.0,0,,0,198,190.0,175.0,1485,0,0,0,0,0
2023-01-12,B6,1025,N621B6,PHL,SEA,1252,1338.0,46.0,1606,1655.0,49.0,0,,0,194,197.0,174.0,1455,0,0,49,0,0
2023-01-12,B6,1597,N621B6,SEA,CLT,1749,1823.0,34.0,1934,2012.0,38.0,0,,0,105,109.0,86.0,787,0,0,0,0,38
2023-01-12,B6,2439,N605B6,BOS,DFW,619,615.0,-4.0,914,919.0,5.0,0,,0,175,184.0,162.0,1312,0,0,0,0,0
2023-01-12,B6,987,N605B6,DFW,EWR,1018,1022.0,4.0,1153,1159.0,6.0,0,,0,95,97.0,73.0,712,0,0,0,0,0
2023-01-12,B6,1865,N605B6,EWR,ORD,1259,1302.0,3.0,1551,1553.0,2.0,0,,0,172,171.0,151.0,1290,0,0,0,0,0
2023-01-12,B6,1270,N605B6,ORD,EWR,1640,1640.0,0.0,1810,1817.0,7.0,0,,0,90,97.0,80.0,675,0,0,0,0,0
2023-01-12,B6,1086,N193B6,MCO,EWR,756,756.0,0.0,1055,1104.0,9.0,0,,0,179,188.0,173.0,1342,0,0,0,0,0
2023-01-12,B6,2647,N193B6,EWR,PHL,1154,1158.0,4.0,1427,1430.0,3.0,0,,0,153,152.0,132.0,1147,0,0,0,0,0
2023-01-12,B6,2093,N873B6,DFW,TPA,628,628.0,0.0,910,904.0,-6.0,0,,0,162,156.0,132.0,1215,0,0,0,0,0
2023-01-12,B6,1528,N873B6,TPA,DFW,953,955.0,2.0,1300,1303.0,3.0,0,,0,187,188.0,169.0,1402,0,0,0,0,0
2023-01-12,B6,2989,N873B6,DFW,LAX,1400,1354.0,-6.0,1750,1738.0,-12.0,0,,0,230,224.0,209.0,1725,0,0,0,0,0
2023-01-12,B6,1002,N148B6,SEA,LAS,845,1036.0,111.0,1145,1331.0,106.0,0,,0,180,175.0,153.0,1350,106,0,0,0,0
2023-01-12,B6,2469,N148B6,LAS,DTW,1425,1544.0,79.0,1543,1703.0,80.0,0,,0,78,79.0,56.0,585,0,0,0,0,80
2023-01-12,B6,2849,N148B6,DTW,FLL,1754,1855.0,61.0,2213,2305.0,52.0,0,,0,259,250.0,230.0,1942,0,0,0,0,52
2023-01-12,B6,2398,N981B6,MIA,CLT,859,933.0,34.0,1245,1317.0,32.0,0,,0,226,224.0,199.0,1695,0,0,32,0,0
2023-01-12,B6,1823,N981B6,CLT,FLL,1404,1412.0,8.0,1555,1617.0,22.0,0,,0,111,125.0,102.0,832,0,0,0,0,22
2023-01-12,B6,940,N981B6,FLL,LGA,1703,1701.0,-2.0,2119,2118.0,-1.0,0,,0,256,257.0,241.0,1920,0,0,0,0,0
2023-01-12,B6,812,N981B6,LGA,BOS,2217,2254.0,37.0,2347,39.0,52.0,0,,0,90,105.0,89.0,675,52,0,0,0,0
2023-01-12,B6,189,N212B6,ORD,DFW,641,638.0,-3.0,819,805.0,-14.0,0,,0,98,87.0,71.0,735,0,0,0,0,0
2023-01-12,B6,1256,N212B6,DFW,LAX,903,908.0,5.0,1134,1128.0,-6.0,0,,0,151,140.0,122.0,1132,0,0,0,0,0
2023-01-12,B6,632,N212B6,LAX,CLT,1227,1244.0,17.0,1459,1515.0,16.0,0,,0,152,151.0,130.0,1140,0,0,16,0,0
2023-01-12,B6,2796,N212B6,CLT,SAN,1613,1617.0,4.0,1733,1731.0,-2.0,0,,0,80,74.0,59.0,600,0,0,0,0,0
2023-01-12,B6,807,N256B6,BOS,BWI,825,826.0,1.0,1234,1251.0,17.0,0,,0,249,265.0,245.0,1867,0,0,17,0,0
2023-01-12,B6,1667,N256B6,BWI,LAS,1346,1351.0,5.0,1605,1619.0,14.0,0,,0,139,148.0,125.0,1042,0,0,0,0,0
2023-01-12,B6,1619,N256B6,LAS,MSP,1707,1708.0,1.0,2055,2105.0,10.0,0,,0,228,237.0,221.0,1710,0,0,0,0,0
2023-01-12,B6,2557,N742B6,ORD,MSP,711,708.0,-3.0,942,929.0,-13.0,0,,0,151,141.0,121.0,1132,0,0,0,0,0
2023-01-12,B6,2241,N742B6,MSP,FLL,1023,1028.0,5.0,1347,1407.0,20.0,0,,0,204,219.0,203.0,1530,0,0,20,0,0
2023-01-12,B6,334,N742B6,FLL,TPA,1457,1451.0,-6.0,1858,1850.0,-8.0,0,,0,241,239.0,216.0,1807,0,0,0,0,0
2023-01-12,B6,397,N742B6,TPA,BWI,1938,1935.0,-3.0,2203,2149.0,-14.0,0,,0,145,134.0,113.0,1087,0,0,0,0,0
2023-01-12,B6,811,N263B6,JFK,SEA,627,628.0,1.0,959,1002.0,3.0,0,,0,212,214.0,195.0,1590,0,0,0,0,0
2023-01-12,B6,1702,N263B6,SEA,FLL,1051,1307.0,136.0,1351,1601.0,130.0,0,,0,180,174.0,156.0,1350,0,0,130,0,0
2023-01-12,B6,710,N263B6,FLL,PHL,1658,1843.0,105.0,2034,2208.0,94.0,0,,0,216,205.0,182.0,1620,0,0,0,0,94
2023-01-12,B6,1366,N911B6,MSP,LGA,843,850.0,7.0,1203,1200.0,-3.0,0,,0,200,190.0,168.0,1500,0,0,0,0,0
2023-01-12,B6,2724,N911B6,LGA,EWR,1259,1326.0,27.0,1422,1459.0,37.0,0,,0,83,93.0,72.0,622,0,0,37,0,0
2023-01-12,B6,778,N796B6,JFK,DEN,631,634.0,3.0,859,916.0,17.0,0,,0,148,162.0,139.0,1110,0,0,17,0,0
2023-01-12,B6,123,N796B6,DEN,SAN,1013,1014.0,1.0,1415,1422.0,7.0,0,,0,242,248.0,228.0,1815,0,0,0,0,0
2023-01-12,B6,1263,N796B6,SAN,ATL,1522,1519.0,-3.0,1706,1704.0,-2.0,0,,0,104,105.0,86.0,780,0,0,0,0,0
2023-01-12,B6,396,N796B6,ATL,SEA,1753,1825.0,32.0,2048,2134.0,46.0,0,,0,175,189.0,168.0,1312,0,0,46,0,0
2023-01-12,B6,423,N532B6,MIA,TPA,854,853.0,-1.0,1011,1008.0,-3.0,0,,0,77,75.0,50.0,577,0,0,0,0,0
2023-01-12,B6,1924,N532B6,TPA,ATL,1105,1100.0,-5.0,1437,1437.0,0.0,0,,0,212,217.0,201.0,1590,0,0,0,0,0
2023-01-12,B6,244,N532B6,ATL,LAS,1527,1529.0,2.0,1804,1823.0,19.0,0,,0,157,174.0,150.0,1177,0,0,19,0,0
2023-01-12,B6,2841,N710B6,FLL,IAD,635,714.0,39.0,1052,1120.0,28.0,0,,0,257,246.0,225.0,1927,0,0,28,0,0
2023-01-12,B6,2662,N710B6,IAD,BWI,1207,1211.0,4.0,1435,1429.0,-6.0,0,,0,148,138.0,114.0,1110,0,0,0,0,0
2023-01-12,B6,1008,N710B6,BWI,BOS,1525,,,1649,,,1,C,0,84,,,630,0,0,0,0,0
2023-01-12,B6,1241,N165B6,PHX,CLT,733,735.0,2.0,1101,1053.0,-8.0,0,,0,208,198.0,182.0,1560,0,0,0,0,0
2023-01-12,B6,168,N165B6,CLT,MIA,1147,1347.0,120.0,1444,1659.0,135.0,0,,0,177,192.0,168.0,1327,135,0,0,0,0
2023-01-12,B6,2509,N165B6,MIA,BOS,1754,1959.0,125.0,1947,2202.0,135.0,0,,0,113,123.0,103.0,847,0,0,0,5,129
2023-01-12,B6,2233,N494B6,PHX,MCO,815,812.0,-3.0,933,947.0,14.0,0,,0,78,95.0,70.0,585,0,0,0,0,0
2023-01-12,B6,2327,N494B6,MCO,CLT,1036,1038.0,2.0,1233,1248.0,15.0,0,,0,117,130.0,112.0,877,0,0,15,0,0
2023-01-12,B6,1788,N494B6,CLT,SEA,1337,1339.0,2.0,1534,1529.0,-5.0,0,,0,117,110.0,90.0,877,0,0,0,0,0
2023-01-12,B6,1230,N490B6,LAS,DEN,621,621.0,0.0,1037,1052.0,15.0,0,,0,256,271.0,252.0,1920,0,0,15,0,0
2023-01-12,B6,2882,N490B6,DEN,ATL,1138,1137.0,-1.0,1254,1303.0,9.0,0,,0,76,86.0,70.0,570,0,0,0,0,0
2023-01-12,B6,243,N490B6,ATL,LAX,1350,1400.0,10.0,1754,1805.0,11.0,0,,0,244,245.0,220.0,1830,0,0,0,0,0
2023-01-12,B6,865,N490B6,LAX,FLL,1854,1856.0,2.0,2305,2322.0,17.0,0,,0,251,266.0,242.0,1882,0,0,17,0,0
2023-01-12,AS,2784,N710AS,SAN,PHL,659,659.0,0.0,1107,1118.0,11.0,0,,0,248,259.0,244.0,1860,0,0,0,0,0
2023-01-12,AS,678,N710AS,PHL,BWI,1212,1216.0,4.0,1411,1413.0,2.0,0,,0,119,117.0,96.0,892,0,0,0,0,0
2023-01-12,AS,759,N710AS,BWI,SAN,1500,1501.0,1.0,1640,1644.0,4.0,0,,0,100,103.0,83.0,750,0,0,0,0,0
2023-01-12,AS,1126,N710AS,SAN,EWR,1734,1734.0,0.0,2053,2047.0,-6.0,0,,0,199,193.0,173.0,1492,0,0,0,0,0
2023-01-12,AS,1625,N579AS,BOS,SAN,632,625.0,-7.0,812,820.0,8.0,0,,0,100,115.0,98.0,750,0,0,0,0,0
2023-01-12,AS,1765,N579AS,SAN,FLL,905,902.0,-3.0,1300,1245.0,-15.0,0,,0,235,223.0,199.0,1762,0,0,0,0,0
2023-01-12,AS,257,N579AS,FLL,MSP,1330,1338.0,8.0,1511,1537.0,26.0,0,,0,101,119.0,96.0,757,26,0,0,0,0
2023-01-12,AS,1236,N641AS,DFW,SFO,742,812.0,30.0,1003,1033.0,30.0,0,,0,141,141.0,125.0,1057,30,0,0,0,0
2023-01-12,AS,1359,N641AS,SFO,TPA,1122,1153.0,31.0,1245,1324.0,39.0,0,,0,83,91.0,68.0,622,20,0,0,0,18
2023-01-12,AS,122,N641AS,TPA,BOS,1414,1417.0,3.0,1802,1822.0,20.0,0,,0,228,245.0,220.0,1710,0,0,0,0,20
2023-01-12,AS,1067,N357AS,CLT,PHX,856,856.0,0.0,1308,1310.0,2.0,0,,0,252,254.0,230.0,1890,0,0,0,0,0
2023-01-12,AS,749,N357AS,PHX,LAS,1406,1413.0,7.0,1747,1801.0,14.0,0,,0,221,228.0,212.0,1657,0,0,0,0,0
2023-01-12,AS,2277,N666AS,PHX,ORD,803,824.0,21.0,1007,1042.0,35.0,0,,0,124,138.0,118.0,930,0,0,0,35,0
2023-01-12,AS,891,N666AS,ORD,PHL,1127,1151.0,24.0,1535,1559.0,24.0,0,,0,248,248.0,229.0,1860,0,0,5,0,19
2023-01-12,AS,1120,N666AS,PHL,ATL,1645,1645.0,0.0,2046,2038.0,-8.0,0,,0,241,233.0,212.0,1807,0,0,0,0,0
2023-01-12,AS,1138,N666AS,ATL,JFK,2125,2121.0,-4.0,2346,2356.0,10.0,0,,0,141,155.0,131.0,1057,0,0,0,0,0
2023-01-12,AS,1868,N981AS,DTW,LGA,811,807.0,-4.0,1135,1134.0,-1.0,0,,0,204,207.0,192.0,1530,0,0,0,0,0
2023-01-12,AS,1253,N981AS,LGA,CLT,1233,1301.0,28.0,1538,1610.0,32.0,0,,0,185,189.0,165.0,1387,0,0,32,0,0
2023-01-12,AS,1820,N981AS,CLT,FLL,1708,1712.0,4.0,1856,1848.0,-8.0,0,,0,108,96.0,75.0,810,0,0,0,0,0
2023-01-12,AS,1691,N111AS,DTW,SFO,633,627.0,-6.0,750,738.0,-12.0,0,,0,77,71.0,53.0,577,0,0,0,0,0
2023-01-12,AS,2575,N111AS,SFO,BWI,825,827.0,2.0,1152,1203.0,11.0,0,,0,207,216.0,194.0,1552,0,0,0,0,0
2023-01-12,AS,2128,N796AS,ATL,PHL,635,639.0,4.0,855,914.0,19.0,0,,0,140,155.0,131.0,1050,0,0,19,0,0
2023-01-12,AS,863,N796AS,PHL,FLL,1004,1023.0,19.0,1221,1242.0,21.0,0,,0,137,139.0,115.0,1027,0,0,21,0,0
2023-01-12,AS,1084,N796AS,FLL,CLT,1330,1335.0,5.0,1500,1459.0,-1.0,0,,0,90,84.0,66.0,675,0,0,0,0,0
2023-01-12,AS,1937,N796AS,CLT,DEN,1555,1600.0,5.0,1826,1831.0,5.0,0,,0,151,151.0,128.0,1132,0,0,0,0,0
2023-01-12,AS,2570,N838AS,PHX,DEN,805,833.0,28.0,1032,1109.0,37.0,0,,0,147,156.0,132.0,1102,0,0,37,0,0
2023-01-12,AS,2801,N838AS,DEN,DFW,1205,1212.0,7.0,1506,1519.0,13.0,0,,0,181,187.0,168.0,1357,0,0,0,0,0
2023-01-12,AS,696,N838AS,DFW,MSP,1618,1654.0,36.0,2016,2102.0,46.0,0,,0,238,248.0,230.0,1785,46,0,0,0,0
2023-01-12,AS,1261,N838AS,MSP,DEN,2159,2216.0,17.0,9,31.0,22.0,0,,0,130,135.0,114.0,975,0,0,0,0,22
2023-01-12,AS,868,N217AS,BWI,LAS,623,618.0,-5.0,1009,1014.0,5.0,0,,0,226,236.0,221.0,1695,0,0,0,0,0
2023-01-12,AS,1151,N217AS,LAS,JFK,1105,1124.0,19.0,1236,1244.0,8.0,0,,0,91,80.0,55.0,682,0,0,0,0,0
2023-01-12,AS,412,N798AS,LGA,ORD,727,743.0,16.0,953,1002.0,9.0,0,,0,146,139.0,118.0,1095,0,0,0,0,0
2023-01-12,AS,1168,N798AS,ORD,MIA,1054,1113.0,19.0,1222,1252.0,30.0,0,,0,88,99.0,81.0,660,0,0,30,0,0
2023-01-12,AS,1027,N649AS,LAX,BWI,706,709.0,3.0,1039,1100.0,21.0,0,,0,213,231.0,211.0,1597,0,0,21,0,0
2023-01-12,AS,1622,N649AS,BWI,DFW,1159,1200.0,1.0,1543,1534.0,-9.0,0,,0,224,214.0,195.0,1680,0,0,0,0,0
2023-01-12,AS,426,N868AS,ORD,BOS,706,745.0,39.0,1003,1057.0,54.0,0,,0,177,192.0,176.0,1327,54,0,0,0,0
2023-01-12,AS,542,N868AS,BOS,DTW,1150,1234.0,44.0,1326,1428.0,62.0,0,,0,96,114.0,99.0,720,0,0,23,0,38
2023-01-12,AS,2949,N868AS,DTW,SAN,1526,1624.0,58.0,1832,1922.0,50.0,0,,0,186,178.0,154.0,1395,14,0,0,0,35
2023-01-12,AS,2223,N373AS,PHX,MIA,843,836.0,-7.0,1058,1043.0,-15.0,0,,0,135,127.0,109.0,1012,0,0,0,0,0
2023-01-12,AS,574,N373AS,MIA,BOS,1137,1132.0,-5.0,1311,1313.0,2.0,0,,0,94,101.0,83.0,705,0,0,0,0,0
2023-01-12,AS,258,N373AS,BOS,LGA,1359,1532.0,93.0,1704,1842.0,98.0,0,,0,185,190.0,172.0,1387,0,0,98,0,0
2023-01-12,AS,1011,N887AS,PHL,MIA,708,736.0,28.0,940,1014.0,34.0,0,,0,152,158.0,138.0,1140,34,0,0,0,0
2023-01-12,AS,2757,N887AS,MIA,LGA,1109,1128.0,19.0,1513,1546.0,33.0,0,,0,244,258.0,235.0,1830,0,0,0,0,33
2023-01-12,AS,2939,N756AS,IAD,ORD,825,829.0,4.0,1200,1156.0,-4.0,0,,0,215,207.0,191.0,1612,0,0,0,0,0
2023-01-12,AS,924,N756AS,ORD,ATL,1246,,,1641,,,1,A,0,235,,,1762,0,0,0,0,0
2023-01-12,AS,1859,N448AS,BOS,TPA,655,653.0,-2.0,901,902.0,1.0,0,,0,126,129.0,104.0,945,0,0,0,0,0
2023-01-12,AS,2506,N448AS,TPA,MIA,958,1009.0,11.0,1251,1319.0,28.0,0,,0,173,190.0,170.0,1297,28,0,0,0,0
2023-01-12,AS,1942,N448AS,MIA,LAX,1408,1417.0,9.0,1809,1815.0,6.0,0,,0,241,238.0,217.0,1807,0,0,0,0,0
2023-01-12,AS,1660,N448AS,LAX,TPA,1910,1914.0,4.0,2220,2216.0,-4.0,0,,0,190,182.0,157.0,1425,0,0,0,0,0
2023-01-12,AS,395,N214AS,MCO,SAN,837,842.0,5.0,1135,1158.0,23.0,0,,0,178,196.0,177.0,1335,0,0,23,0,0
2023-01-12,AS,1288,N214AS,SAN,SEA,1245,1309.0,24.0,1428,1506.0,38.0,0,,0,103,117.0,95.0,772,38,0,0,0,0
2023-01-12,AS,2859,N214AS,SEA,SLC,1558,1620.0,22.0,1823,1839.0,16.0,0,,0,145,139.0,116.0,1087,6,0,0,0,9
2023-01-12,AS,1203,N214AS,SLC,SEA,1928,1933.0,5.0,2344,4.0,20.0,0,,0,256,271.0,252.0,1920,0,0,0,20,0
2023-01-12,AS,908,N400AS,DFW,LAS,823,818.0,-5.0,1235,1239.0,4.0,0,,0,252,261.0,246.0,1890,0,0,0,0,0
2023-01-12,AS,2155,N400AS,LAS,SEA,1339,1336.0,-3.0,1652,1643.0,-9.0,0,,0,193,187.0,168.0,1447,0,0,0,0,0
2023-01-12,AS,2759,N545AS,ORD,MSP,851,845.0,-6.0,1120,1125.0,5.0,0,,0,149,160.0,135.0,1117,0,0,0,0,0
2023-01-12,AS,879,N545AS,MSP,DTW,1221,1223.0,2.0,1634,1629.0,-5.0,0,,0,253,246.0,223.0,1897,0,0,0,0,0
2023-01-12,AS,1307,N261AS,MIA,MSP,744,739.0,-5.0,1045,1032.0,-13.0,0,,0,181,173.0,153.0,1357,0,0,0,0,0
2023-01-12,AS,1373,N261AS,MSP,MIA,1120,1116.0,-4.0,1506,1455.0,-11.0,0,,0,226,219.0,197.0,1695,0,0,0,0,0
